user_id,signup_date,country,channel_src,device_type,device_id_hash,kyc_score,risk_tier
6082,2024-01-23,MY,referral,android,2998752,0.737,medium
6083,2024-01-15,SG,ads,android,7787697,0.834,low
6084,2024-02-25,MY,social,ios,2458899,0.401,low
6085,2024-02-10,SG,organic,android,9370019,0.772,low
6086,2024-02-15,VN,organic,android,3495249,0.66,medium
6087,2024-01-27,MY,organic,android,7962975,0.641,low
6088,2024-01-27,ID,ads,android,3570483,0.556,medium
6089,2024-01-24,PH,social,android,2048392,0.695,medium
6090,2024-02-14,ID,organic,android,8642600,0.673,low
6091,2024-01-13,ID,social,android,9616780,0.686,low
6092,2024-02-28,SG,social,android,5662954,0.504,low
6093,2024-01-11,MY,organic,android,5519108,0.765,low
6094,2024-01-28,ID,referral,android,6167823,0.631,low
6095,2024-01-19,SG,organic,web,6167542,0.505,high
6096,2024-02-08,PH,ads,android,7741067,0.668,medium
6097,2024-02-10,SG,social,ios,3546584,0.634,low
6098,2024-02-25,MY,organic,android,1120751,0.756,medium
6099,2024-02-17,SG,social,ios,8619767,0.666,low
6100,2024-01-15,ID,organic,android,4067550,0.533,high
6101,2024-01-13,PH,ads,web,8893505,0.617,medium
6102,2024-02-23,SG,organic,ios,6540552,0.491,medium
6103,2024-01-30,MY,ads,ios,8343115,0.921,low
6104,2024-01-06,MY,ads,ios,7676770,0.945,low
6105,2024-02-19,PH,referral,web,4375484,0.963,low
6106,2024-02-08,SG,ads,android,2714385,0.662,medium
6107,2024-01-02,PH,social,android,2144709,0.945,medium
6108,2024-02-16,ID,organic,ios,3246979,0.811,medium
6109,2024-02-06,ID,organic,ios,9787866,0.627,low
6110,2024-02-06,ID,ads,ios,1206203,0.656,low
6111,2024-02-21,ID,ads,android,8850935,0.724,low
6112,2024-01-30,ID,organic,ios,4705451,0.765,low
6113,2024-01-28,SG,organic,web,8708253,0.804,low
6114,2024-02-07,ID,organic,android,8753122,0.75,low
6115,2024-01-12,MY,organic,web,8019034,0.698,high
6116,2024-01-10,ID,ads,android,3920760,0.953,low
6117,2024-02-20,SG,organic,android,4732800,0.733,low
6118,2024-01-13,ID,organic,ios,5624525,0.724,medium
6119,2024-01-31,ID,ads,android,5632388,0.717,high
6120,2024-01-17,MY,referral,android,3319710,0.733,low
6121,2024-01-14,VN,ads,ios,2038745,0.546,medium
6122,2024-02-05,ID,ads,web,5142576,0.6,medium
6123,2024-02-18,MY,organic,ios,4803567,1.0,low
6124,2024-01-27,SG,organic,ios,2798183,0.502,high
6125,2024-01-09,VN,social,android,2454160,0.791,medium
6126,2024-01-15,SG,referral,android,5390856,0.801,low
6127,2024-01-10,ID,referral,ios,5315271,0.902,medium
6128,2024-02-22,SG,organic,web,5574199,0.805,medium
6129,2024-01-20,SG,organic,ios,7044762,1.0,low
6130,2024-01-23,PH,ads,android,6659701,0.786,high
6131,2024-01-05,SG,referral,ios,8569225,0.952,low
6132,2024-01-27,SG,organic,ios,9128461,0.906,medium
6133,2024-02-24,SG,organic,android,1725561,0.981,low
6134,2024-01-25,VN,organic,android,4211364,0.754,low
6135,2024-02-09,PH,referral,android,9028698,0.81,low
6136,2024-01-11,VN,organic,ios,9355052,0.695,medium
6137,2024-01-09,PH,ads,ios,2707086,0.774,medium
6138,2024-02-13,VN,social,web,2998511,0.782,medium
6139,2024-01-04,ID,ads,ios,9491314,0.438,high
6140,2024-01-27,SG,social,android,4198978,0.729,medium
6141,2024-01-20,SG,organic,ios,5336189,0.883,low
6142,2024-01-01,SG,social,ios,8728277,0.547,medium
6143,2024-02-01,MY,social,ios,1511071,0.602,low
6144,2024-02-27,SG,organic,ios,8919879,0.923,low
6145,2024-01-05,SG,referral,android,8117974,0.951,low
6146,2024-02-18,MY,ads,android,8936509,0.657,low
6147,2024-02-02,SG,ads,android,1424872,0.776,medium
6148,2024-02-13,SG,organic,ios,8339969,0.738,low
6149,2024-01-06,SG,organic,android,4421117,0.927,low
6150,2024-02-22,MY,ads,android,4005653,0.67,medium
6151,2024-01-01,SG,organic,ios,8172175,0.693,low
6152,2024-02-24,SG,social,ios,1104997,0.951,low
6153,2024-02-09,SG,social,ios,5166049,0.6,medium
6154,2024-01-21,PH,ads,ios,2784384,0.675,low
6155,2024-01-01,SG,organic,android,7130504,0.77,medium
6156,2024-02-06,SG,ads,ios,6412122,0.979,low
6157,2024-01-06,VN,ads,android,6152694,0.571,low
6158,2024-02-06,PH,social,android,6283949,0.643,medium
6159,2024-02-16,SG,social,android,1632833,0.839,low
6160,2024-01-17,SG,ads,ios,3306712,0.862,low
6161,2024-01-15,SG,ads,android,7240761,0.782,medium
6162,2024-01-14,MY,organic,android,3367148,0.732,high
6163,2024-01-14,SG,organic,web,9573938,0.769,low
6164,2024-01-07,VN,ads,ios,1692376,0.524,medium
6165,2024-01-15,PH,ads,ios,4085449,0.765,medium
6166,2024-02-09,ID,organic,android,4248542,0.972,low
6167,2024-01-19,SG,ads,ios,2135397,0.552,high
6168,2024-02-16,PH,referral,ios,9967043,0.632,low
6169,2024-02-19,MY,referral,web,3307022,0.69,medium
6170,2024-02-15,PH,organic,android,9160003,0.7,medium
6171,2024-02-02,SG,organic,android,6719924,1.0,medium
6172,2024-01-19,MY,referral,ios,5999043,0.61,high
6173,2024-02-25,PH,ads,ios,9850879,0.58,high
6174,2024-01-13,VN,social,ios,1243487,0.866,medium
6175,2024-01-28,ID,ads,android,8305576,0.653,low
6176,2024-01-28,ID,social,android,4978939,0.868,low
6177,2024-02-14,ID,ads,android,8029523,0.72,medium
6178,2024-02-02,MY,referral,web,6233688,0.819,medium
6179,2024-02-17,VN,ads,web,4243106,0.515,medium
6180,2024-02-25,ID,referral,ios,2416442,0.818,low
6181,2024-01-24,SG,organic,android,6490202,0.783,low
6182,2024-02-22,SG,ads,android,4965548,0.712,medium
6183,2024-01-11,MY,referral,android,4637562,0.565,medium
6184,2024-02-24,PH,ads,web,9674526,0.783,medium
6185,2024-01-11,SG,organic,android,1528571,0.859,low
6186,2024-02-21,ID,organic,android,2935655,0.67,medium
6187,2024-01-24,VN,referral,ios,5422243,0.673,medium
6188,2024-02-27,ID,social,android,6108633,0.869,low
6189,2024-01-08,SG,organic,android,5930976,1.0,medium
6190,2024-01-28,ID,referral,android,5292094,0.891,low
6191,2024-02-24,ID,social,android,8628303,0.784,medium
6192,2024-01-03,SG,organic,android,7695254,0.714,low
6193,2024-01-16,MY,organic,android,7868281,0.746,medium
6194,2024-01-06,ID,organic,web,6759770,0.551,medium
6195,2024-01-20,MY,ads,ios,5087407,0.727,medium
6196,2024-01-24,MY,organic,android,6244258,0.918,low
6197,2024-02-07,SG,ads,android,5478007,0.756,medium
6198,2024-01-16,SG,referral,android,5156517,0.656,high
6199,2024-01-10,SG,organic,android,8133453,0.642,low
6200,2024-01-11,SG,organic,android,6220298,0.745,low
6201,2024-02-26,MY,ads,android,3601665,0.565,medium
6202,2024-02-27,SG,ads,ios,6779763,0.614,medium
6203,2024-01-14,MY,referral,web,4239284,0.98,low
6204,2024-01-12,SG,organic,android,8336780,0.595,high
6205,2024-01-04,SG,social,ios,9132559,0.63,low
6206,2024-02-27,SG,organic,ios,6431051,0.794,medium
6207,2024-02-12,ID,ads,ios,7842091,0.684,high
6208,2024-02-15,MY,organic,ios,2300100,0.763,medium
6209,2024-01-18,PH,referral,ios,9489741,0.879,low
6210,2024-02-08,SG,ads,ios,7065182,0.518,medium
6211,2024-01-04,MY,organic,web,8909695,0.863,low
6212,2024-02-10,PH,ads,android,7858208,0.663,medium
6213,2024-02-04,SG,ads,android,7862189,0.707,high
6214,2024-01-20,SG,ads,android,1943321,1.0,low
6215,2024-02-12,SG,organic,android,3352653,0.54,medium
6216,2024-02-08,SG,referral,web,4157586,0.839,low
6217,2024-01-27,PH,ads,ios,5688922,0.919,low
6218,2024-01-12,ID,referral,android,4730862,0.647,low
6219,2024-01-02,ID,referral,web,4750192,0.65,low
6220,2024-02-26,PH,organic,web,5808412,0.695,medium
6221,2024-01-17,ID,ads,android,4512408,0.647,medium
6222,2024-01-19,MY,ads,web,6205582,0.76,medium
6223,2024-02-10,SG,ads,android,8012372,0.884,low
6224,2024-01-16,ID,social,ios,6639348,0.696,low
6225,2024-01-23,SG,referral,ios,4487826,0.889,low
6226,2024-02-12,SG,ads,android,9850879,0.96,medium
6227,2024-02-05,SG,organic,ios,2329382,0.815,low
6228,2024-02-09,MY,ads,ios,1024671,0.829,low
6229,2024-01-01,MY,ads,ios,4137090,0.661,low
6230,2024-01-28,MY,organic,android,5853364,0.357,medium
6231,2024-01-29,SG,ads,web,8264774,0.838,low
6232,2024-02-07,VN,ads,web,8159964,0.869,low
6233,2024-01-10,SG,organic,android,5569929,0.786,low
6234,2024-01-10,PH,organic,web,3734413,0.886,low
6235,2024-02-15,MY,organic,android,1113792,0.668,low
6236,2024-02-10,ID,organic,android,4513557,0.828,low
6237,2024-02-18,ID,organic,android,6608047,0.971,low
6238,2024-01-17,PH,organic,ios,8378294,0.85,low
6239,2024-02-29,MY,organic,android,2573664,0.951,low
6240,2024-01-17,SG,social,android,3349434,0.952,low
6241,2024-02-09,PH,ads,web,1969510,0.567,medium
6242,2024-01-10,SG,organic,ios,7345220,0.858,low
6243,2024-02-25,ID,ads,ios,3739400,0.655,medium
6244,2024-01-20,MY,organic,android,8930463,0.584,medium
6245,2024-02-18,PH,organic,ios,7931939,0.707,medium
6246,2024-01-20,ID,referral,web,9316071,1.0,medium
6247,2024-02-17,SG,social,android,1450534,0.668,low
6248,2024-01-28,ID,organic,android,8760437,0.486,medium
6249,2024-01-04,SG,ads,android,2864925,0.533,medium
6250,2024-01-12,ID,referral,android,6263109,0.822,low
6251,2024-02-11,ID,ads,ios,2824490,0.636,low
6252,2024-01-12,PH,organic,android,6731017,0.444,high
6253,2024-01-17,SG,referral,ios,8404935,0.539,medium
6254,2024-02-02,SG,organic,android,5071651,0.775,low
6255,2024-01-16,ID,organic,android,3251425,0.867,low
6256,2024-01-08,SG,ads,ios,5374448,0.683,low
6257,2024-02-07,SG,ads,android,6214147,0.847,low
6258,2024-02-11,ID,social,android,5694885,0.887,low
6259,2024-02-13,ID,ads,android,2136364,0.632,medium
6260,2024-02-26,SG,organic,android,1423633,0.732,high
6261,2024-01-08,ID,organic,android,8119095,0.66,medium
6262,2024-01-26,PH,organic,android,1981311,0.831,low
6263,2024-01-15,ID,ads,android,3346919,0.658,low
6264,2024-02-24,SG,ads,ios,9042643,0.568,low
6265,2024-02-02,SG,organic,android,5150556,0.758,low
6266,2024-01-06,SG,organic,android,1843707,0.917,low
6267,2024-02-11,ID,referral,android,3987288,0.827,medium
6268,2024-01-03,MY,organic,web,8776519,0.901,high
6269,2024-01-17,SG,social,ios,6917135,0.888,low
6270,2024-02-13,SG,ads,android,7929993,0.756,medium
6271,2024-01-31,SG,organic,android,3326000,0.66,medium
6272,2024-02-15,SG,social,android,8396668,0.62,low
6273,2024-02-04,VN,referral,web,1003768,0.512,low
6274,2024-02-20,SG,organic,ios,2547348,0.928,low
6275,2024-02-03,SG,organic,android,5729510,0.7,low
6276,2024-01-04,ID,referral,android,8874508,0.494,high
6277,2024-01-05,SG,ads,android,9774078,0.935,medium
6278,2024-02-16,SG,ads,android,4596410,0.764,medium
6279,2024-01-03,ID,organic,android,8477758,0.895,medium
6280,2024-01-23,SG,referral,ios,3271505,0.711,medium
6281,2024-01-01,SG,organic,android,9936453,0.631,low
6282,2024-01-19,MY,organic,android,2003143,0.817,low
6283,2024-02-05,ID,social,android,5002713,0.829,low
6284,2024-01-11,SG,ads,ios,1037196,0.708,medium
6285,2024-01-28,PH,referral,web,6110177,0.947,low
6286,2024-02-29,SG,ads,android,4967425,0.892,low
6287,2024-01-05,VN,referral,ios,8178949,0.835,low
6288,2024-01-04,VN,organic,ios,6677767,0.584,medium
6289,2024-01-17,ID,ads,android,4035630,0.562,medium
6290,2024-02-19,SG,organic,web,9541475,0.93,low
6291,2024-01-25,PH,social,android,2016065,0.422,low
6292,2024-02-08,ID,organic,web,1623878,0.736,medium
6293,2024-01-03,SG,ads,android,2519458,0.772,low
6294,2024-02-14,ID,ads,android,6127643,0.677,medium
6295,2024-01-05,ID,organic,android,9662747,0.745,low
6296,2024-02-12,PH,organic,ios,2411071,0.813,medium
6297,2024-01-09,MY,organic,ios,8112430,0.662,low
6298,2024-02-21,PH,ads,android,7820999,0.882,low
6299,2024-01-18,MY,referral,ios,3600075,0.837,low
6300,2024-01-12,MY,organic,ios,2371163,0.723,medium
6301,2024-01-21,ID,ads,ios,8027238,0.626,low
6302,2024-01-01,VN,organic,ios,8181116,0.736,medium
6303,2024-01-10,VN,organic,ios,7344548,1.0,low
6304,2024-02-05,PH,social,ios,7897705,0.636,high
6305,2024-01-19,PH,organic,web,5223672,0.98,low
6306,2024-01-22,ID,ads,android,4380069,0.487,high
6307,2024-02-18,SG,referral,android,1204781,0.621,low
6308,2024-01-08,PH,ads,ios,5607097,0.669,low
6309,2024-01-24,SG,social,ios,7551856,0.892,low
6310,2024-01-12,SG,organic,web,2705539,0.758,low
6311,2024-01-29,ID,social,android,3613824,0.947,low
6312,2024-01-20,ID,social,android,6119365,0.7,low
6313,2024-01-03,ID,social,android,3443916,0.742,medium
6314,2024-01-05,SG,ads,android,8920715,0.701,low
6315,2024-02-21,SG,referral,android,5734585,1.0,low
6316,2024-01-04,SG,referral,ios,4760322,0.582,medium
6317,2024-02-16,SG,organic,android,3393394,0.674,low
6318,2024-02-24,SG,organic,ios,9181185,0.603,medium
6319,2024-01-28,MY,organic,android,7447718,0.836,low
6320,2024-01-19,SG,social,ios,6173013,0.579,low
6321,2024-02-16,ID,referral,android,3627734,1.0,low
6322,2024-02-28,SG,organic,android,2068062,0.762,medium
6323,2024-01-08,ID,organic,android,5836046,0.812,low
6324,2024-02-27,PH,ads,web,1426713,0.819,medium
6325,2024-02-26,SG,organic,ios,4935499,0.747,high
6326,2024-01-09,SG,referral,web,6161849,0.768,low
6327,2024-01-04,MY,organic,android,5648806,0.763,medium
6328,2024-02-12,SG,referral,web,7213041,0.828,low
6329,2024-01-05,PH,organic,android,1315297,0.627,low
6330,2024-02-06,VN,organic,android,3043611,0.601,medium
6331,2024-01-04,MY,referral,android,1183495,0.873,low
6332,2024-02-11,VN,ads,android,3255027,0.75,high
6333,2024-01-14,ID,social,android,2906162,0.449,medium
6334,2024-01-06,ID,social,android,8746700,0.679,medium
6335,2024-01-04,SG,social,android,4131092,0.979,low
6336,2024-01-12,SG,social,android,6088208,0.726,medium
6337,2024-02-02,SG,organic,ios,2586034,0.67,medium
6338,2024-01-05,ID,organic,ios,7966259,0.526,medium
6339,2024-02-18,ID,referral,android,5521564,0.665,medium
6340,2024-02-06,SG,ads,android,9027690,0.575,high
6341,2024-01-18,MY,referral,android,6411054,0.814,low
6342,2024-02-29,SG,ads,android,8122143,0.757,low
6343,2024-02-09,SG,social,ios,8229375,0.695,medium
6344,2024-02-10,SG,organic,ios,1706846,0.636,high
6345,2024-01-11,MY,referral,ios,7302888,0.979,low
6346,2024-02-12,ID,organic,ios,4262855,0.644,medium
6347,2024-02-03,MY,organic,android,4305339,0.645,low
6348,2024-02-29,SG,social,android,4577197,0.714,medium
6349,2024-01-29,ID,organic,web,9314192,0.735,medium
6350,2024-02-10,VN,ads,ios,9775031,0.822,low
6351,2024-01-21,SG,ads,android,4921597,0.89,low
6352,2024-01-03,ID,organic,android,9953577,0.878,low
6353,2024-01-08,SG,organic,ios,3528322,1.0,low
6354,2024-02-22,SG,organic,android,7626586,0.496,high
6355,2024-02-14,ID,ads,web,1683670,0.785,low
6356,2024-01-22,SG,ads,android,2424496,0.672,low
6357,2024-02-11,ID,social,android,2661089,1.0,low
6358,2024-01-01,VN,organic,ios,6142566,0.776,low
6359,2024-01-03,SG,ads,ios,7220029,0.446,high
6360,2024-01-31,SG,ads,ios,1290877,0.815,high
6361,2024-02-07,PH,ads,ios,2786243,0.79,medium
6362,2024-02-26,ID,referral,android,8955506,0.864,low
6363,2024-02-15,PH,referral,ios,4284250,0.641,low
6364,2024-01-16,SG,organic,android,7457759,0.799,low
6365,2024-02-18,MY,organic,web,1247342,0.709,high
6366,2024-01-30,VN,social,android,4895462,0.649,low
6367,2024-02-19,SG,organic,ios,4402758,0.801,low
6368,2024-01-11,PH,organic,ios,8118617,0.773,low
6369,2024-01-02,MY,organic,android,6832114,0.908,low
6370,2024-01-04,PH,social,ios,1636938,0.754,low
6371,2024-02-29,SG,organic,android,2974282,0.841,low
6372,2024-01-05,ID,organic,android,5996060,0.569,medium
6373,2024-02-26,SG,referral,android,1034634,0.959,low
6374,2024-02-13,VN,ads,ios,2031568,0.633,medium
6375,2024-01-09,SG,organic,ios,8500509,0.885,low
6376,2024-02-21,SG,organic,web,6894375,0.789,high
6377,2024-01-09,PH,social,web,7489277,0.77,medium
6378,2024-01-09,SG,ads,android,5945251,0.864,high
6379,2024-02-04,ID,organic,android,9934342,0.429,high
6380,2024-01-18,SG,social,android,6297371,0.664,medium
6381,2024-01-18,MY,referral,ios,2219692,0.862,low
6382,2024-01-12,SG,organic,web,6547410,1.0,medium
6383,2024-02-06,ID,ads,ios,7097451,0.746,low
6384,2024-01-02,ID,ads,android,3650860,0.384,medium
6385,2024-01-15,SG,organic,ios,3316226,0.702,low
6386,2024-02-03,SG,ads,android,4628246,0.741,medium
6387,2024-01-30,SG,referral,android,5520534,0.916,medium
6388,2024-02-11,MY,referral,android,3282994,0.757,low
6389,2024-01-13,SG,referral,android,7720375,0.558,medium
6390,2024-02-08,SG,ads,android,8670619,0.895,medium
6391,2024-02-15,SG,organic,android,2514944,0.835,low
6392,2024-01-24,ID,referral,android,7669152,0.645,low
6393,2024-01-16,MY,ads,android,5189251,0.858,medium
6394,2024-02-03,ID,ads,android,2222655,0.668,low
6395,2024-02-04,PH,organic,android,3421947,0.705,high
6396,2024-01-06,MY,ads,ios,9283568,0.671,low
6397,2024-02-03,PH,ads,android,6715250,0.704,high
6398,2024-01-10,MY,organic,ios,1427492,0.886,low
6399,2024-02-04,SG,social,android,7505368,0.482,medium
6400,2024-02-25,VN,ads,android,5910498,0.916,low
6401,2024-02-02,PH,organic,android,3325733,0.776,medium
6402,2024-02-15,ID,organic,ios,7749913,0.691,low
6403,2024-01-19,SG,organic,android,5765232,0.753,low
6404,2024-02-25,SG,organic,ios,3139078,0.614,low
6405,2024-02-18,MY,ads,web,7233478,0.505,medium
6406,2024-02-25,ID,ads,ios,8621837,0.618,low
6407,2024-02-14,MY,organic,android,4987411,0.466,low
6408,2024-02-08,ID,social,ios,8092811,0.547,medium
6409,2024-02-01,ID,organic,android,2200299,0.507,high
6410,2024-02-25,SG,organic,ios,1567623,0.934,low
6411,2024-02-20,SG,social,android,1109866,0.557,medium
6412,2024-01-26,SG,referral,ios,4050237,0.744,low
6413,2024-01-06,PH,referral,android,4438969,0.918,low
6414,2024-01-01,ID,organic,ios,8934945,0.878,low
6415,2024-01-15,VN,social,android,9914598,0.706,medium
6416,2024-01-04,MY,organic,ios,6724786,0.706,medium
6417,2024-01-13,PH,organic,web,9754913,0.777,low
6418,2024-01-07,ID,referral,android,9746825,1.0,low
6419,2024-02-28,PH,organic,android,5034783,0.812,low
6420,2024-01-06,VN,social,ios,4649008,0.85,low
6421,2024-02-07,MY,social,ios,4743570,1.0,low
6422,2024-01-22,SG,organic,android,1132149,0.792,high
6423,2024-01-11,MY,ads,android,6815540,0.922,low
6424,2024-02-12,SG,referral,android,3123332,0.822,low
6425,2024-02-28,SG,organic,android,8493219,0.819,low
6426,2024-02-17,MY,organic,ios,3260044,0.605,low
6427,2024-02-28,PH,ads,web,6204077,0.581,high
6428,2024-02-05,SG,referral,android,8973318,0.673,high
6429,2024-02-10,SG,social,web,7517000,0.882,low
6430,2024-01-09,PH,ads,android,3062854,0.875,low
6431,2024-02-21,SG,referral,ios,1215879,0.95,low
6432,2024-02-14,SG,social,android,9194162,0.748,medium
6433,2024-01-16,MY,ads,web,8906630,0.831,medium
6434,2024-01-22,PH,ads,ios,7791762,0.831,medium
6435,2024-02-06,ID,organic,android,5849974,0.734,medium
6436,2024-01-01,ID,referral,android,9779220,0.702,medium
6437,2024-02-19,SG,organic,ios,5431761,0.527,medium
6438,2024-01-17,SG,ads,ios,6466134,0.727,low
6439,2024-01-05,PH,ads,android,2944658,0.734,medium
6440,2024-01-20,PH,organic,web,4003996,0.92,low
6441,2024-02-20,SG,ads,android,2222821,0.935,low
6442,2024-01-17,SG,organic,web,5799146,0.772,medium
6443,2024-02-02,SG,ads,ios,4313187,1.0,medium
6444,2024-02-18,SG,referral,ios,7379516,0.778,medium
6445,2024-01-03,SG,referral,ios,9280486,0.905,low
6446,2024-02-15,SG,social,android,8565424,0.735,medium
6447,2024-01-18,PH,ads,android,6032663,0.579,low
6448,2024-02-11,SG,organic,ios,8123398,0.686,low
6449,2024-01-12,MY,referral,android,4707743,0.971,low
6450,2024-01-09,ID,organic,android,6637436,0.71,high
6451,2024-02-17,PH,ads,android,2252629,0.68,high
6452,2024-02-18,VN,ads,android,1866888,0.749,medium
6453,2024-02-28,ID,organic,android,1556996,0.692,medium
6454,2024-02-10,SG,organic,web,3668339,0.929,low
6455,2024-01-28,MY,social,android,6456782,1.0,low
6456,2024-01-12,SG,referral,web,5250945,0.751,medium
6457,2024-01-18,SG,referral,web,9623728,0.831,high
6458,2024-02-08,SG,social,web,1616113,0.896,medium
6459,2024-01-21,PH,organic,ios,5031270,0.766,medium
6460,2024-01-30,SG,ads,android,4580217,0.618,low
6461,2024-01-11,ID,ads,android,3132953,0.689,high
6462,2024-01-27,ID,referral,ios,5869799,0.812,medium
6463,2024-01-15,MY,organic,android,4390859,0.809,low
6464,2024-01-07,SG,social,ios,2940301,0.481,low
6465,2024-01-08,PH,ads,android,5591943,0.685,low
6466,2024-02-01,MY,ads,android,2978269,0.639,medium
6467,2024-01-22,ID,referral,android,7782860,0.882,medium
6468,2024-01-06,ID,referral,web,6395924,0.645,low
6469,2024-01-31,PH,social,android,9105914,0.681,low
6470,2024-01-10,PH,ads,android,2552124,0.676,medium
6471,2024-01-01,ID,organic,ios,9339334,0.869,low
6472,2024-01-08,SG,organic,web,9076507,0.895,low
6473,2024-01-27,SG,social,ios,6766948,0.824,low
6474,2024-02-27,SG,ads,android,6774534,0.916,medium
6475,2024-01-15,SG,organic,ios,2085294,0.935,low
6476,2024-01-18,SG,ads,ios,2327433,0.478,high
6477,2024-01-15,SG,referral,ios,2028548,0.839,low
6478,2024-01-22,PH,ads,android,9394078,0.695,medium
6479,2024-02-13,PH,social,web,5963491,0.561,medium
6480,2024-01-20,PH,ads,android,2342165,0.702,low
6481,2024-02-09,MY,organic,android,8225223,0.86,low
6482,2024-02-23,MY,referral,ios,9380683,0.968,low
6483,2024-02-26,SG,ads,web,5799691,0.548,medium
6484,2024-02-03,MY,ads,android,6025162,0.843,low
6485,2024-02-12,SG,organic,web,8235118,1.0,low
6486,2024-02-25,ID,organic,android,4801853,1.0,low
6487,2024-02-17,VN,referral,android,1723095,0.232,medium
6488,2024-01-18,PH,organic,ios,7647265,1.0,low
6489,2024-01-08,SG,ads,android,3960160,0.894,low
6490,2024-01-07,MY,social,web,6974165,0.404,high
6491,2024-02-22,SG,ads,android,1432688,0.635,medium
6492,2024-02-03,SG,organic,web,4085589,0.939,low
6493,2024-01-18,SG,social,web,4204765,0.804,low
6494,2024-01-21,SG,social,ios,3821694,0.664,low
6495,2024-01-17,MY,ads,android,6119014,0.76,medium
6496,2024-02-18,ID,ads,android,4901880,0.832,medium
6497,2024-02-06,SG,organic,ios,9330142,0.663,low
6498,2024-02-22,VN,organic,android,7484581,0.731,low
6499,2024-01-19,ID,referral,ios,5141366,0.885,medium
6500,2024-01-29,ID,organic,android,3437619,0.645,low
6501,2024-01-08,ID,ads,android,4379171,0.546,medium
6502,2024-02-28,ID,organic,android,3798076,0.654,low
6503,2024-01-31,ID,organic,android,7115695,0.617,medium
6504,2024-02-03,MY,referral,android,9385245,0.659,low
6505,2024-01-25,PH,organic,ios,7463414,0.491,low
6506,2024-01-17,SG,ads,android,9412658,0.785,medium
6507,2024-02-26,ID,organic,android,2540150,0.88,low
6508,2024-01-30,SG,organic,android,1785361,0.628,medium
6509,2024-02-10,PH,referral,android,7305186,0.652,low
6510,2024-01-03,SG,social,android,9833069,0.722,high
6511,2024-01-17,SG,social,ios,9761150,0.613,medium
6512,2024-02-18,VN,organic,ios,5070389,0.898,low
6513,2024-01-06,ID,social,android,5582517,0.617,low
6514,2024-01-07,SG,ads,ios,2395651,0.671,medium
6515,2024-02-18,SG,organic,ios,9832109,0.636,low
6516,2024-01-19,ID,organic,ios,3236493,0.901,low
6517,2024-01-17,VN,referral,android,9014386,0.715,low
6518,2024-02-03,ID,referral,android,4758005,1.0,low
6519,2024-01-12,SG,ads,android,8333734,0.803,low
6520,2024-01-03,ID,social,android,7572339,0.924,low
6521,2024-01-01,ID,social,android,8391914,0.701,low
6522,2024-01-05,SG,social,android,7581465,0.609,low
6523,2024-01-10,PH,organic,web,6828318,0.745,low
6524,2024-02-11,SG,social,android,5790308,0.648,low
6525,2024-01-18,PH,referral,android,1230889,0.45,high
6526,2024-01-05,PH,organic,android,8433490,0.902,low
6527,2024-01-01,SG,organic,android,4316245,0.755,medium
6528,2024-01-29,MY,referral,android,4468481,0.645,medium
6529,2024-02-20,PH,referral,ios,7901824,0.806,low
6530,2024-01-21,MY,organic,web,1652738,0.757,low
6531,2024-01-04,ID,social,android,2617958,0.961,low
6532,2024-01-14,SG,ads,ios,9330395,0.815,low
6533,2024-01-30,SG,organic,android,9616604,0.726,low
6534,2024-01-12,MY,organic,android,9349296,0.854,low
6535,2024-02-28,SG,organic,ios,1063878,0.745,low
6536,2024-02-15,SG,organic,ios,4479177,0.778,low
6537,2024-01-21,ID,organic,web,6025739,0.934,low
6538,2024-02-27,SG,organic,android,3811971,0.575,high
6539,2024-01-20,PH,ads,ios,1760535,0.621,medium
6540,2024-01-09,PH,ads,ios,1321029,0.687,medium
6541,2024-02-26,PH,referral,android,7843870,0.709,low
6542,2024-02-27,SG,organic,android,8208836,0.923,low
6543,2024-01-19,ID,ads,android,6551487,0.538,high
6544,2024-02-05,PH,ads,web,1954926,0.746,medium
6545,2024-01-11,ID,ads,ios,4643997,0.667,low
6546,2024-02-08,MY,ads,ios,5178233,1.0,low
6547,2024-02-11,ID,social,ios,1912357,0.883,low
6548,2024-02-12,SG,organic,android,2701662,0.786,low
6549,2024-02-04,SG,organic,ios,2846587,0.895,low
6550,2024-02-12,MY,organic,android,3396151,0.552,low
6551,2024-02-03,SG,ads,android,4146786,1.0,low
6552,2024-02-19,PH,referral,ios,2991443,0.624,medium
6553,2024-01-11,ID,social,web,2691236,0.939,low
6554,2024-01-30,SG,ads,web,9878206,0.833,low
6555,2024-01-25,MY,ads,android,2653262,0.79,medium
6556,2024-02-02,ID,organic,web,6305199,0.932,medium
6557,2024-01-09,SG,ads,android,8627298,0.899,low
6558,2024-01-20,VN,ads,android,3614932,0.766,medium
6559,2024-02-27,MY,organic,android,3958546,0.687,medium
6560,2024-01-07,ID,organic,ios,1596945,0.768,low
6561,2024-02-08,PH,ads,android,1894497,0.735,high
6562,2024-02-09,ID,referral,android,6795392,0.803,low
6563,2024-01-29,ID,ads,android,2423359,0.903,low
6564,2024-01-03,SG,organic,android,7754971,0.82,low
6565,2024-01-03,SG,referral,android,6949556,0.778,high
6566,2024-01-17,ID,organic,web,4587889,0.652,low
6567,2024-01-07,ID,organic,ios,4326735,0.799,medium
6568,2024-01-06,MY,organic,ios,2533299,0.496,high
6569,2024-01-10,ID,organic,ios,1507132,0.63,low
6570,2024-01-12,ID,social,web,9788361,0.841,low
